"Project name","ID","Country","Partners","Project type","Announcement","FID","Operation","Suspension/decommissioning","Project Status","Project phase","Announced capacity (Mt CO2/yr)","Estimated capacity by IEA (Mt CO2/yr)","Sector","Fate of carbon","Part of CCUS hub","Region","Ref 1","Ref 2","Ref 3","Ref 4","Ref 5","Ref 6","Ref 7","Link 1","Link 2","Link 3","Link 4","Link 5","Link 6","Link 7"
"Homeland Energy Solutions Lawler biorefinery (IA)",208,"United States","Homeland Energy Solutions, Summit Carbon Solutions","Capture",2021,2024,2025,,"Planned",,"0.49 - 0.57",0.572,"Biofuels","Dedicated storage","Midwest carbon express","North America","https://www.summitcarbonsolutions.com/our-partners","https://www.reuters.com/markets/commodities/giant-pipeline-us-midwest-tests-future-carbon-capture-2021-11-23/","https://www.summitcarbonsolutions.com/news/scsexpansionannouncement",,,,,"Link 1","Link 2","Link 3","","","",""
"Hoosier #1 (Cardinal ethanol facility) (IN) ",663,"United States","One Carbon Partnership (Cardinal Ethanol, Vault 44.01 joint venture)","Full chain",2022,,,,"Planned",,0.4,0.4,"Biofuels","Dedicated storage",,"North America","https://www.businesswire.com/news/home/20230130005121/en/Cardinal-Ethanol-and-Vault-44.01-Form-Joint-Venture-to-Implement-a-Carbon-Capture-and-Sequestration-Project-in-Indiana","https://www.epa.gov/system/files/documents/2023-02/One_Carbon_Partnership_AoR_and_Corrective_Action_Plan.pdf",,,,,,"Link 1","Link 2","","","","",""
"Horizon mine tailings (ALB)",209,"Canada","Canadian Natural Resources Ltd","CCU",,,2017,,"Operational",,0.4,0.4,"Other fuel transformation","Use",,"North America","https://en.wikipedia.org/wiki/Horizon_Oil_Sands","https://www.cnrl.com/content/uploads/2022-technology-and-innovation-case-studies.pdf",,,,,,"Link 1","Link 2","","","","",""
"Hover cement works Hannover phase 1",555,"Germany","Holcim Group, Cool Planet Technologies","Capture",2021,,2024,,"Planned",1,"0.19 - 0.18",0.184,"Cement","Unknown/unspecified",,"Europe","http://coolplanettech.com/wp/wp-content/uploads/2022/05/21-10-04-Hover-ESG-Announcment.pdf","https://www.royalwhitecement.com/news/holcim-deutschland-secures-government-funding-for-hover-cement-plant-carbon-capture-project/","http://coolplanettech.com/wp/wp-content/uploads/2022/10/22-09-29-CPT-Press-release-Final.pdf",,,,,"Link 1","Link 2","Link 3","","","",""
"Hover cement works Hannover phase 2",556,"Germany","Holcim Group, Cool Planet Technologies","Capture",2021,,2028,,"Planned",2,0.8,0.8,"Cement","Unknown/unspecified",,"Europe","http://coolplanettech.com/wp/wp-content/uploads/2022/05/21-10-04-Hover-ESG-Announcment.pdf","https://www.royalwhitecement.com/news/holcim-deutschland-secures-government-funding-for-hover-cement-plant-carbon-capture-project/","http://coolplanettech.com/wp/wp-content/uploads/2022/10/22-09-29-CPT-Press-release-Final.pdf",,,,,"Link 1","Link 2","Link 3","","","",""
"Huaneng Zhengning coal power plant (Gansu)",593,"People's Republic of China","China Huaneng Group","CCU",2021,2022,2024,,"Under construction",,1.5,1.5,"Power and heat","Use",,"Other Asia Pacific","https://www.gem.wiki/Huaneng_Zhengning_power_station","https://news.bjx.com.cn/html/20221229/1279649.shtml","https://www.seetao.com/details/95655.html",,,,,"Link 1","Link 2","Link 3","","","",""
"Humberside CCS with Shell and Esso",856,"United Kingdom","Shell (50%), Esso (ExxonMobil) (50%)","Storage",2023,,,,"Planned",,,,"Storage","Dedicated storage",,"Europe","https://www.nstauthority.co.uk/news-publications/news/2023/net-zero-boost-as-carbon-storage-licences-accepted/",,,,,,,"Link 1","","","","","",""
"Husker Ag Plainview biorefinery (NE)",214,"United States","Husker Ag, Summit Carbon Solutions","Capture",2021,2024,2025,,"Planned",,"0.27 - 0.32",0.315,"Biofuels","Dedicated storage","Midwest carbon express","North America","https://www.summitcarbonsolutions.com/our-partners","https://www.reuters.com/markets/commodities/giant-pipeline-us-midwest-tests-future-carbon-capture-2021-11-23/","https://www.summitcarbonsolutions.com/news/scsexpansionannouncement",,,,,"Link 1","Link 2","Link 3","","","",""
"H-vision plant 1",215,"Netherlands","bp","Capture",2018,2026,2030,,"Planned",1,1.3,1.3,"Other fuel transformation","Dedicated storage",,"Europe","https://www.h-vision.nl/en",,,,,,,"Link 1","","","","","",""
"Hydrogen 2 Magnum (H2M)",217,"Netherlands","Nuon (Vattenfall sub.), Equinor, Gasunie","Capture",2017,,2025,,"Planned",,1.3,1.3,"Hydrogen or ammonia","Dedicated storage","Northern Lights","Europe","https://www.equinor.com/en/news/evaluating-conversion-natural-gas-hydrogen.html","https://www.nsenergybusiness.com/projects/nuon-magnum-power-plant/",,,,,,"Link 1","Link 2","","","","",""
"Hydrogen Energy Supply Chain (HESC) Project Full scale (CarbonNET)",218,"Australia","Kawasaki heavy industries, J-POWER, Iwatani Corporation, Marubeni Corporation, AGL, Sumitomo Corporation","Capture",2018,,2030,,"Planned",1,"1.8 - 4.39",4.39,"Hydrogen or ammonia","Dedicated storage","CarbonNET","Australia and New Zealand","https://www.offshore-energy.biz/the-first-hydrogen-supply-chain-project-to-start-operations/","https://www.google.com/search?q=HESC+pilot+project&rlz=1C1GCEA_enFR968FR968&oq=HESC+pilot+project&aqs=chrome..69i57j69i60.3115j0j7&sourceid=chrome&ie=UTF-8","https://www.agl.com.au/content/aglenergy/nsw/en/about-agl/media-centre/asx-and-media-releases/2018/april/agl-part-of-world-first-hydrogen-energy-supply-chain-project","https://research.csiro.au/hyresource/hydrogen-energy-supply-chain-pilot-project/","https://www.hydrogenenergysupplychain.com/japan-commits-aud2-35-billion-to-establish-liquefied-hydrogen-supply-chain/",,,"Link 1","Link 2","Link 3","Link 4","Link 5","",""
"Hydrogen to Humber (H2H) Saltend phase 1",220,"United Kingdom","Equinor, SSE Thermal, Linde (FEED/EPC), BOC (Operation and maintenance), Jonhson Matthey (FEED)","Capture",2020,2024,2028,,"Planned",1,0.89,0.89,"Hydrogen or ammonia","Dedicated storage","Northern Endurance Partnership","Europe","https://www.spglobal.com/platts/ru/market-insights/latest-news/electric-power/110221-equinor-progresses-uk-blue-hydrogen-plant-project-with-pre-feed-contracts","https://www.spglobal.com/platts/en/market-insights/latest-news/electric-power/110221-equinor-progresses-uk-blue-hydrogen-plant-project-with-pre-feed-contracts","https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/110221-equinor-progresses-uk-blue-hydrogen-plant-project-with-pre-feed-contracts","https://www.offshore-energy.biz/equinor-advances-its-low-carbon-hydrogen-project-with-major-feed-contract-in-place/#:~:text=Equinor's%20UK%20project%2C%20named%20Hydrogen,hub%20for%20low%2Dcarbon%20hydrogen.","https://matthey.com/johnson-matthey-chosen-for-h2h-saltend-low-carbon-hydrogen-project","https://www.equinor.com/news/uk/20240220-h2h-saltend-planning-permission-granted",,"Link 1","Link 2","Link 3","Link 4","Link 5","Link 6",""
"Hydrogen to Humber (H2H) Saltend phase 2",818,"United Kingdom","Equinor, SSE Thermal, Linde (FEED/EPC), BOC (Operation and maintenance), Jonhson Matthey (FEED)","Capture",2020,,,,"Planned",2,1,1,"Hydrogen or ammonia","Dedicated storage","Northern Endurance Partnership","Europe",,,,,,,,"","","","","","",""
"HyNet Hydrogen Production Project (HPP) Plant 1 (Hynet phase 1)",379,"United Kingdom","EET Hydrogen (former Vertex Hydrogen, joint venture Essar Oil 90% and progressive energy 10%), Johnson Matthey (capture tech)","Capture",2019,2024,2027,,"Planned",1,0.65,0.65,"Hydrogen or ammonia","Dedicated storage","Liverpool Bay CO2 storage (Hynet)","Europe","https://hynet.co.uk/wp-content/uploads/2020/10/HyNet_NW-Vision-Document-2020_FINAL.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/866401/HS384_-_Progressive_Energy_-_HyNet_hydrogen.pdf","http://www.essaroil.co.uk/news/world-first-low-carbon-hydrogen-projects-in-the-north-west-win-13m-government-backing/","https://www.eni.com/en-IT/net-zero/hynet-cattura-co2-uk.html","https://www.ukpia.com/media-centre/news/2020/ukpia-welcomes-hynet-hydrogen-investments-at-essar-stanlow-refinery/","http://www.essaroil.co.uk/news/low-carbon-project-at-stanlow-secures-government-backing/","https://www.essaroil.co.uk/news/essar-oil-uk-to-build-360-million-carbon-capture-facility-to-deliver-on-its-ambition-to-be-a-leading-low-carbon-refinery/","Link 1","Link 2","Link 3","Link 4","Link 5","Link 6","Link 7"
"HyNet Hydrogen Production Project (HPP) Plant 2 (Hynet phase 2)",916,"United Kingdom","EET Hydrogen (former Vertex Hydrogen, joint venture Essar Oil 90% and progressive energy 10%), KBR (capture tech and FEED)","Capture",2023,,,,"Planned",2,1.9,1.9,"Hydrogen or ammonia","Dedicated storage","Liverpool Bay CO2 storage (Hynet)","Europe","https://www.kbr.com/en/insights-news/press-release/kbr-wins-blue-hydrogen-technology-and-engineering-contract-eet-hydrogen",,,,,,,"Link 1","","","","","",""
"Hynet North West (Liverpool Bay CO2 storage) phase 1",265,"United Kingdom","Eni, Halliburton (Well completions)","T&S",2020,2024,2027,,"Planned",1,4.5,4.5,"T&S","Dedicated storage","Hynet North West (Liverpool Bay CO2 storage)","Europe","https://www.upstreamonline.com/energy-transition/carbon-capture-investment-decisions-to-watch-in-2022-woodmac/2-1-1160392?utm_content=205143412&utm_medium=social&utm_source=linkedin&hss_channel=lcp-68760596","https://www.eni.com/en-IT/media/press-release/2023/03/eni-as-the-key-ccs-developer-in-the-uk.html",,"https://www.halliburton.com/en/about-us/press-release/halliburton-wins-well-completions-contract-hynet-north-west-carbon-capture-storage-project",,,,"Link 1","Link 2","","Link 4","","",""
"Hynet North West (Liverpool Bay CO2 storage) phase 2",266,"United Kingdom","Eni, Halliburton (Well completions)","T&S",2020,,2030,,"Planned",2,5.5,5.5,"T&S","Dedicated storage","Hynet North West (Liverpool Bay CO2 storage)","Europe","https://www.upstreamonline.com/energy-transition/carbon-capture-investment-decisions-to-watch-in-2022-woodmac/2-1-1160392?utm_content=205143412&utm_medium=social&utm_source=linkedin&hss_channel=lcp-68760596","https://www.eni.com/en-IT/media/press-release/2023/03/eni-as-the-key-ccs-developer-in-the-uk.html",,"https://www.halliburton.com/en/about-us/press-release/halliburton-wins-well-completions-contract-hynet-north-west-carbon-capture-storage-project",,,,"Link 1","Link 2","","Link 4","","",""
"Hynet Northwest phase 3",446,"United Kingdom","Hynet consortium","Capture",2019,,2030,,"Planned",,8.1,8.1,"Hydrogen or ammonia","Dedicated storage","Liverpool Bay CO2 storage (Hynet)","Europe",,,,,,,,"","","","","","",""
"Hynovera",1047,"France","HY2GEN, Gazel Energie","CCU",2023,2024,2028,,"Planned",,,0.123,"Power and heat","Use",,"Europe","https://marsactu.fr/hydrogene-biomasse-et-emplois-les-cles-de-la-reconversion-de-la-centrale-de-gardanne/","https://glockenspiel-cat-x8e7.squarespace.com/hynovera",,,,,,"Link 1","Link 2","","","","",""
"Hynovi project (Vicat Montalieu plant)",561,"France","Vicat","CCU",2021,,2026,,"Planned",,0.5,0.5,"Cement","Use",,"Europe","https://www.vicat.com/news/low-carbon-trajectory-vicat-and-hynamics-unveil-hynovi-project",,,,,,,"Link 1","","","","","",""
"Hyskies Vattenfall CHP Lanzatech",564,"Sweden","Vattenfall, SAS, Shell, Lanzatech","CCU",2021,,2028,,"Planned",,0.207,0.207,"Power and heat","Use",,"Europe","https://group.vattenfall.com/press-and-media/pressreleases/2021/sas-vattenfall-shell-and-lanzatech-to-explore-synthetic-sustainable-aviation-fuel-production","https://climate.ec.europa.eu/system/files/2022-07/LSC2_List_of_pre-selected_projects_6.pdf",,,,,,"Link 1","Link 2","","","","",""
"Ifestos Carbon Capture (Kamati plant)",1141,"Greece","Titan Group","Capture",2023,,2030,,"Planned",,1.9,1.9,"Cement","Dedicated storage",,"Europe","https://www.titan-cement.com/net-zero/#1654414404277-6f473531-242d","https://www.globalcement.com/news/item/16017-titan-group-s-kamari-cement-plant-to-host-1-9mt-yr-carbon-capture-project",,,,,,"Link 1","Link 2","","","","",""
"Illinois Basin Decatur Project (IL)",124,"United States","ADM, Midwest Geological Sequestration Consortium","Full chain",2009,2011,2011,2011,"Suspended/cancelled/decommissioned",,0.33,0.33,"Biofuels","Dedicated storage","ADM Decatur Campus CO2 Storage Site Expansion (IL)","North America","https://pubs.naruc.org/pub.cfm?id=4AE5E75F-2354-D714-51B7-59DE74C41F5E",,,,,,,"Link 1","","","","","",""
"Illinois Basin West CarbonSAFE (IL)",796,"United States","University of Illinois","Storage",2023,,,,"Planned",,1.67,1.67,"Storage","Dedicated storage","Illinois Basin West CarbonSAFE (IL)","North America","https://www.energy.gov/fecm/project-selections-foa-2711-carbon-storage-validation-and-testing-round-1",,,,,,,"Link 1","","","","","",""
"Illinois Clean Fuels Project (IL)",222,"United States","Illinois clean fuels,","Capture",2013,2024,2026,,"Planned",,"8.1 - 9.7",9.7,"Biofuels","Dedicated storage",,"North America","http://icfuels.com/",,,,,,,"Link 1","","","","","",""
"Illinois Industrial Carbon Capture and Storage (IL)",223,"United States","ADM","Full chain",2009,2011,2017,,"Operational",1,"0.5 - 1.1",0.5,"Biofuels","Dedicated storage","ADM Decatur Campus CO2 Storage Site Expansion (IL)","North America","https://investigatemidwest.org/2020/11/19/despite-hundreds-of-millions-in-tax-dollars-adms-carbon-capture-program-still-hasnt-met-promised-goals/","https://www.greencarcongress.com/2011/08/iccs-20110826.html","https://assets.adm.com/Sustainability/2019-Reports/ADM-WSP-Feasibility-Study-and-Goal-Document.pdf","https://www.eesi.org/articles/view/adm-deploys-carbon-capture-and-sequestration-project-at-illinois-ethanol-pl","https://investigatemidwest.org/2020/11/19/despite-hundreds-of-millions-in-tax-dollars-adms-carbon-capture-program-still-hasnt-met-promised-goals/","https://www.energy.gov/fecm/archer-daniels-midland-company","https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1005661&ds=A&et=&popup=true","Link 1","Link 2","Link 3","Link 4","Link 5","Link 6","Link 7"
"In Salah",415,"Algeria","bp, Sonatrach, Equinor","Full chain",,,2004,2004,"Suspended/cancelled/decommissioned",,0.5,0.5,"Natural gas processing/LNG","Dedicated storage",,"Africa","https://www.sciencedirect.com/science/article/pii/S1876610213007947","https://sequestration.mit.edu/tools/projects/in_salah.html",,,,,,"Link 1","Link 2","","","","",""
"Ince Bioenergy Carbon Capture and Storage (InBECCS) scaleup",545,"United Kingdom","Bioenergy Infrastructure Group (Evero), Peel NRE, Mitsubishi HI","Capture",2021,,2029,,"Planned",1,0.25,0.25,"Power and heat","Dedicated storage","Liverpool Bay CO2 storage","Europe","https://bioenergyinfrastructure.co.uk/news-article/ince-biomass-plant-chosen-as-site-for-innovative-carbon-capture-technology-project-at-protos-in-northwest/","https://bioenergyinfrastructure.co.uk/news-article/bioenergy-infrastructure-group-partner-with-c-capture-on-project-awarded-1-7m-in-beis-funding-to-demonstrate-feasibility-of-next-generation-low-cost-carbon-capture-solutions-in-hard-to-decarbonise-in/","https://bioenergyinfrastructure.co.uk/news-article/ince-bio-power-secures-funding-for-carbon-capture-demonstration-project-in-win-for-net-zero-ambitions-in-north-west/","https://www.mhi.com/news/23110903.html",,,,"Link 1","Link 2","Link 3","Link 4","","",""
"Indian Oil Corporation Koyali refinery",224,"India","Indian Oil Corporation (IOCL), Dastur, Air Liquide and BEG for FEED","Full chain",2021,,2025,,"Planned",,0.7,0.7,"Other fuel transformation","Mixed",,"Other Asia Pacific","https://www.gasworld.com/indian-oils-mammoth-ccus-project-progresses/2020367.article","https://www.dasturenergy.com/dastur-successfully-completes-techno-economic-feasibility-of-indias-largest-carbon-capture-and-utilization-project/",,,,,,"Link 1","Link 2","","","","",""
"Industrial Carbon Capture (ICC) Stanlow",589,"United Kingdom","Essar Energy Transition (Essar Oil), Kent (pre-FEED), MHI (FEED), Topsoe (tech partner)","Capture",2019,,2028,,"Planned",,0.86,0.86,"Other fuel transformation","Dedicated storage","Liverpool Bay CO2 storage (Hynet)","Europe","https://kentplc.com/news-insights/kent-wins-pre-feed-engineering-contract-for-360m-carbon-capture-plant-at-essar-stanlow-refinery-uk","https://www.essaroil.co.uk/news/essar-launches-eet-to-invest-us-36-billion-in-energy-transition-in-the-uk-and-india/","https://www.topsoe.com/press-releases/topsoe-selected-by-essar-to-provide-technology-for-360-million-carbon-capture-project?hs_amp=true",,,,,"Link 1","Link 2","Link 3","","","",""
"Ineos Antwerp CCS",225,"Belgium","INEOS","Capture",2021,2024,2030,,"Planned",,,,"Chemicals","Unknown/unspecified",,"Europe",,,,,,,,"","","","","","",""
"INEOS Grangemouth refinery and hydrogen production",226,"United Kingdom","INEOS, Petroineos","Capture",2021,,2030,,"Planned",,1,1,"Chemicals","Dedicated storage","Acorn CCS","Europe","https://www.spglobal.com/platts/en/market-insights/latest-news/electric-power/092221-ineos-to-invest-14-bil-in-blue-hydrogen-production-at-grangemouth-refinery","https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/092221-ineos-to-invest-14-bil-in-blue-hydrogen-production-at-grangemouth-refinery",,,,,,"Link 1","Link 2","","","","",""
"Innovative Integration of Carbon Capture for Clean Power (ALB)",604,"Canada","Heartland Generation Ltd","Capture",2022,,,,"Planned",,,,"Power and heat","Unknown/unspecified","Battle River Carbon Hub (ALB)","North America","https://www.eralberta.ca/projects/details/innovative-integration-of-carbon-capture-for-clean-power/",,,,,,,"Link 1","","","","","",""
